,tia_f,tia_f,tia_f,tia_pro,tia_pro,tia_pro,tia_rc,tia_rc,tia_rc,tia_t,tia_t,tia_t,tia_up,tia_up,tia_up
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
stimulus_group,,,,,,,,,,,,,,,
0,2.107142857142857,0.9002380637523448,126,2.751322751322751,0.6823964412262394,126,3.308201058201058,0.5578002272090133,126,3.4007936507936507,0.8075143126157981,126,3.3518518518518516,0.7662962067916099,126
1,2.255813953488372,0.9335673329312029,129,2.7209302325581395,0.6398115739256355,129,3.2105943152454777,0.5561053884451299,129,3.313953488372093,0.7782938256659676,129,3.359173126614987,0.7066308008547488,129
